VEHTYPE,ACCNUM
"Automobile, Station Wagon",956470
"Automobile, Station Wagon",959865
"Automobile, Station Wagon",959865
Other,954405
Other,954405
"Automobile, Station Wagon",954405
"Automobile, Station Wagon",959779
"Automobile, Station Wagon",959779
Other,954852
Other,954852
Other,954852
"Automobile, Station Wagon",954852
Other,954852
Other,954852
"Automobile, Station Wagon",959973
Other,959973
Other,960441
"Automobile, Station Wagon",960441
Other,960441
Other,955425
Other,955425
"Automobile, Station Wagon",955425
Other,955463
"Automobile, Station Wagon",955463
Other,955463
Other,960612
"Automobile, Station Wagon",960612
Other,960612
"Automobile, Station Wagon",960612
"Automobile, Station Wagon",964573
Other,964573
"Automobile, Station Wagon",956145
Bicycle,956145
"Automobile, Station Wagon",971246
"Automobile, Station Wagon",935412
Other,934070
Other,961870
Motorcycle,971246
Other,923894
Bicycle,942296
"Automobile, Station Wagon",966951
Other,961403
"Automobile, Station Wagon",924445
"Automobile, Station Wagon",924445
Other,941100
"Automobile, Station Wagon",941100
Other,923895
"Automobile, Station Wagon",923895
"Automobile, Station Wagon",923895
"Automobile, Station Wagon",928690
Other,928690
Other,929165
Other,935412
"Automobile, Station Wagon",934070
Other,962132
"Automobile, Station Wagon",929165
Other,929172
Other,946585
"Automobile, Station Wagon",929172
"Automobile, Station Wagon",929172
Other,929168
"Automobile, Station Wagon",929168
Bicycle,929168
"Automobile, Station Wagon",929484
Bicycle,929484
Other,929545
"Automobile, Station Wagon",929545
"Automobile, Station Wagon",929545
Other,929545
"Automobile, Station Wagon",929545
Other,929545
Truck - Open,929596
Other,929596
Other,929596
"Automobile, Station Wagon",929596
Other,925612
Delivery Van,925612
Other,925612
Other,930125
"Automobile, Station Wagon",930125
Other,930125
Motorcycle,930115
"Automobile, Station Wagon",930115
Other,929816
Truck - Open,929816
Bicycle,929816
Other,925837
"Automobile, Station Wagon",925837
"Automobile, Station Wagon",932578
Other,932578
Other,926129
Truck - Open,926129
Other,926129
"Automobile, Station Wagon",930469
Other,930469
Other,926327
Other,926327
"Automobile, Station Wagon",926327
Other,926327
"Automobile, Station Wagon",926327
"Automobile, Station Wagon",926656
Other,926656
"Automobile, Station Wagon",930555
Other,930555
Other,930555
Other,930555
Other,930634
"Automobile, Station Wagon",930634
"Automobile, Station Wagon",930634
Other,944296
"Automobile, Station Wagon",944296
Other,944296
"Automobile, Station Wagon",927010
Other,927010
Other,929097
"Automobile, Station Wagon",929097
Other,929097
"Automobile, Station Wagon",930768
Other,930768
"Automobile, Station Wagon",927027
"Automobile, Station Wagon",927027
Other,927027
"Automobile, Station Wagon",927027
Other,927027
"Automobile, Station Wagon",927137
Other,927137
Other,930852
Other,939300
"Automobile, Station Wagon",961403
Other,966951
Taxi,939300
"Automobile, Station Wagon",931113
Other,934070
Other,946585
Other,969857
"Automobile, Station Wagon",962132
Other,939300
Other,961403
Other,931113
Other,961403
Other,934070
"Automobile, Station Wagon",939458
"Automobile, Station Wagon",962132
"Automobile, Station Wagon",946585
"Automobile, Station Wagon",931108
Other,962372
Motorcycle,969857
Other,939458
"Automobile, Station Wagon",946585
"Automobile, Station Wagon",958417
"Automobile, Station Wagon",933152
Other,931108
Other,962372
"Automobile, Station Wagon",969857
Other,969872
"Automobile, Station Wagon",969872
Other,969872
"Automobile, Station Wagon",969872
"Automobile, Station Wagon",970082
Other,970082
Motorcycle,967864
Other,967864
"Automobile, Station Wagon",967864
Other,968131
Other,968131
"Automobile, Station Wagon",968131
Other,968131
"Automobile, Station Wagon",968131
"Automobile, Station Wagon",968157
Other,968157
Other,970485
"Automobile, Station Wagon",970485
Other,970485
Other,970485
Other,970485
Other,970485
Other,970485
"Automobile, Station Wagon",970485
"Automobile, Station Wagon",971396
Other,971396
"Automobile, Station Wagon",968405
"Automobile, Station Wagon",968405
"Automobile, Station Wagon",971231
"Automobile, Station Wagon",971231
Other,968566
Truck - Open,968566
Other,968566
"Automobile, Station Wagon",968566
"Automobile, Station Wagon",985348
Other,985348
Other,973511
Other,973511
"Automobile, Station Wagon",973511
Other,973511
Other,973511
Other,973511
"Automobile, Station Wagon",973511
"Automobile, Station Wagon",969441
Other,969441
Motorcycle,972018
Other,972018
"Automobile, Station Wagon",972018
Other,977784
"Automobile, Station Wagon",977784
Other,977784
"Automobile, Station Wagon",972580
Other,972580
"Automobile, Station Wagon",972580
"Automobile, Station Wagon",972580
Other,976438
Other,976438
"Automobile, Station Wagon",976438
"Automobile, Station Wagon",976438
Other,976438
"Automobile, Station Wagon",976438
Other,984687
Other,984687
Other,984687
Truck - Open,984687
"Automobile, Station Wagon",970644
Other,970644
"Automobile, Station Wagon",976441
"Automobile, Station Wagon",976441
Other,976441
"Automobile, Station Wagon",976441
Other,970666
Other,970666
Other,970666
Other,970666
"Automobile, Station Wagon",939458
"Automobile, Station Wagon",945718
Other,958417
Other,939458
Motorcycle,939969
"Automobile, Station Wagon",942557
Other,942557
Other,933152
Other,942640
Other,962372
"Automobile, Station Wagon",942640
Other,942640
Other,942640
"Automobile, Station Wagon",942640
Other,942734
"Automobile, Station Wagon",942734
Other,942734
"Automobile, Station Wagon",947135
Other,947135
"Automobile, Station Wagon",939675
Other,939675
"Automobile, Station Wagon",940098
Other,940098
Other,940479
Other,940479
"Automobile, Station Wagon",940479
Other,940240
"Automobile, Station Wagon",940240
"Automobile, Station Wagon",940240
Other,940240
Other,940240
"Automobile, Station Wagon",943180
"Automobile, Station Wagon",943180
Other,943180
"Automobile, Station Wagon",940482
Other,940482
"Automobile, Station Wagon",947143
Other,947143
"Automobile, Station Wagon",940622
Other,940622
"Automobile, Station Wagon",940627
Other,940627
"Automobile, Station Wagon",940637
Other,940637
Other,940647
Other,940647
"Automobile, Station Wagon",940647
"Automobile, Station Wagon",940647
"Automobile, Station Wagon",943330
Bicycle,943330
"Automobile, Station Wagon",957584
Other,957584
Other,957584
Other,943367
Truck - Open,943367
Other,943367
"Automobile, Station Wagon",943367
Other,940775
Other,940775
"Automobile, Station Wagon",940775
"Automobile, Station Wagon",940858
Other,940858
Other,940858
Other,940858
"Automobile, Station Wagon",940858
"Automobile, Station Wagon",944350
Other,944350
"Automobile, Station Wagon",940984
Other,940984
"Automobile, Station Wagon",940984
Other,944952
"Automobile, Station Wagon",944952
Motorcycle,944497
"Automobile, Station Wagon",944497
Other,941251
"Automobile, Station Wagon",941251
Other,941251
Other,941251
"Automobile, Station Wagon",950050
Other,939969
Other,945718
Other,958417
Other,962372
"Automobile, Station Wagon",958417
Other,936669
Other,939969
Other,962372
Other,945654
Other,962372
"Automobile, Station Wagon",936669
Other,956782
Other,939968
Other,945654
Other,936669
"Automobile, Station Wagon",933173
Other,933173
"Automobile, Station Wagon",934047
Other,934047
"Automobile, Station Wagon",937458
Other,933963
"Automobile, Station Wagon",933963
Other,933963
Other,937526
"Automobile, Station Wagon",937526
Other,937526
Other,934341
"Automobile, Station Wagon",934341
"Automobile, Station Wagon",934341
Other,934341
"Automobile, Station Wagon",934341
"Automobile, Station Wagon",934337
"Automobile, Station Wagon",934337
Other,934337
"Automobile, Station Wagon",942571
Other,942571
"Automobile, Station Wagon",942571
"Automobile, Station Wagon",937955
Moped,937955
"Automobile, Station Wagon",936341
Other,936341
"Automobile, Station Wagon",936341
"Automobile, Station Wagon",936341
Other,935134
"Automobile, Station Wagon",935134
Other,935134
"Automobile, Station Wagon",938403
Other,938403
Other,935641
"Automobile, Station Wagon",935641
"Automobile, Station Wagon",938714
Other,938714
"Automobile, Station Wagon",935742
Other,935742
"Automobile, Station Wagon",935742
Other,935742
Other,935742
"Automobile, Station Wagon",935742
Other,935843
"Automobile, Station Wagon",935843
Other,935843
"Automobile, Station Wagon",935843
"Automobile, Station Wagon",935844
Other,935844
"Automobile, Station Wagon",941162
"Automobile, Station Wagon",941162
"Automobile, Station Wagon",945617
Other,945617
Truck - Open,945617
Other,945617
"Automobile, Station Wagon",945617
"Automobile, Station Wagon",936726
Other,936726
"Automobile, Station Wagon",938930
"Automobile, Station Wagon",941522
Other,941522
Other,941510
"Automobile, Station Wagon",941510
Other,941510
Other,941532
"Automobile, Station Wagon",941532
Other,937278
"Automobile, Station Wagon",937278
Other,937379
Other,937379
"Automobile, Station Wagon",937379
Other,941871
"Automobile, Station Wagon",966139
Other,939968
Other,966139
"Automobile, Station Wagon",956782
Truck - Open,939968
Other,945654
Other,956782
"Automobile, Station Wagon",937408
Other,937408
Other,937408
Other,937408
Other,937408
Other,937408
"Automobile, Station Wagon",927912
Other,927912
"Automobile, Station Wagon",935003
Other,935003
"Automobile, Station Wagon",966448
"Automobile, Station Wagon",931768
Other,931768
"Automobile, Station Wagon",931773
Other,931773
Other,931773
Taxi,931773
Bicycle,931773
"Automobile, Station Wagon",928305
Other,928305
Other,928305
Other,928305
"Automobile, Station Wagon",928305
"Automobile, Station Wagon",931671
"Automobile, Station Wagon",931671
"Automobile, Station Wagon",933527
Bicycle,933527
"Automobile, Station Wagon",932897
"Automobile, Station Wagon",932897
"Automobile, Station Wagon",928810
"Automobile, Station Wagon",932028
Bicycle,932028
"Automobile, Station Wagon",932038
Other,932038
"Automobile, Station Wagon",932044
Bicycle,932044
"Automobile, Station Wagon",935226
"Automobile, Station Wagon",935226
Other,932096
Other,932096
Other,932096
Municipal Transit Bus (TTC),932096
"Automobile, Station Wagon",930421
Other,930421
Truck - Open,929542
Other,929542
Other,934738
Truck - Open,934738
Other,934738
"Automobile, Station Wagon",934738
Other,935297
Other,935297
Other,935297
"Automobile, Station Wagon",935297
Other,935297
Bicycle,935297
Moped,939973
"Automobile, Station Wagon",939973
"Automobile, Station Wagon",941113
Other,941113
Bicycle,932486
"Automobile, Station Wagon",932486
"Automobile, Station Wagon",932574
Other,932574
Other,932797
Other,932797
Other,932797
"Automobile, Station Wagon",932797
Other,932797
Other,930606
"Automobile, Station Wagon",930606
Other,930606
Other,935384
"Automobile, Station Wagon",945654
"Automobile, Station Wagon",956968
Bicycle,966448
"Automobile, Station Wagon",945694
Other,945694
"Automobile, Station Wagon",946614
"Automobile, Station Wagon",946614
Other,946614
"Automobile, Station Wagon",946614
Bicycle,945676
Other,945676
Municipal Transit Bus (TTC),945676
"Automobile, Station Wagon",945854
Other,945854
"Automobile, Station Wagon",946028
Other,946028
"Automobile, Station Wagon",946028
Other,943986
Taxi,943986
Other,943986
"Automobile, Station Wagon",946102
"Automobile, Station Wagon",946102
Other,946102
Other,946102
Other,946102
"Automobile, Station Wagon",946102
"Automobile, Station Wagon",944033
Other,944038
"Automobile, Station Wagon",944038
"Automobile, Station Wagon",944038
"Automobile, Station Wagon",946073
"Automobile, Station Wagon",946073
Other,946073
"Automobile, Station Wagon",950128
Other,950128
Other,944001
Other,944001
"Automobile, Station Wagon",944001
Other,944001
Other,946244
"Automobile, Station Wagon",946244
Other,946244
"Automobile, Station Wagon",946244
"Automobile, Station Wagon",944085
Other,944085
"Automobile, Station Wagon",961325
Other,961325
Other,944492
"Automobile, Station Wagon",944492
"Automobile, Station Wagon",944794
Other,944794
Other,948014
"Automobile, Station Wagon",948014
Other,948014
"Automobile, Station Wagon",944792
Other,944792
Other,944792
"Automobile, Station Wagon",944792
"Automobile, Station Wagon",944795
Other,944795
"Automobile, Station Wagon",948029
Other,948029
Other,944879
"Automobile, Station Wagon",944879
Other,944879
Other,945089
"Automobile, Station Wagon",945089
Other,945089
"Automobile, Station Wagon",948249
Other,948249
"Automobile, Station Wagon",948249
"Automobile, Station Wagon",949432
Other,949432
Other,948311
"Automobile, Station Wagon",948311
"Automobile, Station Wagon",956968
Other,967064
Other,956968
Other,961628
Other,967064
"Automobile, Station Wagon",961628
"Automobile, Station Wagon",961628
Other,961761
Other,967064
Truck - Open,961761
Other,967064
"Automobile, Station Wagon",967064
"Automobile, Station Wagon",961761
Other,967064
Other,967064
"Automobile, Station Wagon",967064
"Automobile, Station Wagon",967321
Other,967321
"Automobile, Station Wagon",963778
"Automobile, Station Wagon",963778
"Automobile, Station Wagon",980936
Other,980936
Other,980936
"Automobile, Station Wagon",980936
"Automobile, Station Wagon",980936
Other,967741
"Automobile, Station Wagon",967741
"Automobile, Station Wagon",967741
Other,967741
"Automobile, Station Wagon",967741
"Automobile, Station Wagon",964318
Other,964318
"Automobile, Station Wagon",967962
Other,967962
Other,967962
Other,967962
"Automobile, Station Wagon",967962
"Automobile, Station Wagon",964724
"Automobile, Station Wagon",964724
Other,964724
"Automobile, Station Wagon",964724
"Automobile, Station Wagon",968074
Other,968074
"Automobile, Station Wagon",968074
"Automobile, Station Wagon",968074
Other,964835
"Automobile, Station Wagon",964835
Other,969646
Motorcycle,969646
Other,969646
Other,969646
Other,968070
"Automobile, Station Wagon",968070
"Automobile, Station Wagon",968070
Other,968070
Other,968070
Other,968070
"Automobile, Station Wagon",968070
Other,968070
Other,965074
Other,965074
"Automobile, Station Wagon",965074
"Automobile, Station Wagon",965074
Other,965365
"Automobile, Station Wagon",965365
Other,968354
Other,968354
"Automobile, Station Wagon",968354
Other,968354
"Automobile, Station Wagon",968451
"Automobile, Station Wagon",968451
"Automobile, Station Wagon",969841
Moped,969841
"Automobile, Station Wagon",969841
Motorcycle,965369
Other,965369
Other,961761
Other,957092
Truck - Open,957092
Other,957092
Truck - Open,957092
"Automobile, Station Wagon",957092
Other,957092
Other,957566
Other,957566
Other,957566
"Automobile, Station Wagon",957566
"Automobile, Station Wagon",957570
Other,957570
Other,957570
"Automobile, Station Wagon",957573
Other,957573
"Automobile, Station Wagon",962206
Other,962206
"Automobile, Station Wagon",957966
"Automobile, Station Wagon",957966
Other,957966
"Automobile, Station Wagon",962645
Other,962645
"Automobile, Station Wagon",958563
"Automobile, Station Wagon",962572
Bicycle,962572
Other,958634
"Automobile, Station Wagon",958634
"Automobile, Station Wagon",958634
Other,958634
"Automobile, Station Wagon",958634
"Automobile, Station Wagon",962717
Bicycle,962717
Other,958821
"Automobile, Station Wagon",958821
